89,12
88,18
80,20
100,20
110,20
74,23
117,23
76,26
70,30
100,30
110,30
120,30
90,31
63,32
128,32
106,36
73,37
88,38
59,39
80,40
100,40
121,40
130,40
140,40
50,41
146,43
76,46
118,48
148,48
40,49
50,50
70,50
110,50
140,50
62,52
104,53
134,54
71,57
107,57
137,57
52,58
59,59
100,60
130,60
92,61
122,63
96,66
89,69
41,70
50,70
81,70
120,70
128,72
56,74
53,76
122,76
78,78
60,80
70,80
130,80
139,80
150,80
110,84
148,86
70,89
109,89
60,90
120,90
140,90
79,91
101,91
52,92
126,94
137,97
82,98
98,98
50,100
90,100
130,100
57,102
123,102
93,106
60,110
100,110
120,110
69,111
112,111
71,118
108,118
79,119
100,120
96,126
80,129
90,130
