149,43
143,44
90,50
100,50
140,50
150,50
159,51
141,57
151,59
80,60
90,60
100,60
110,60
160,60
102,67
127,68
163,68
178,68
110,70
120,70
170,70
164,76
120,80
130,80
170,80
180,80
190,80
138,82
196,84
63,88
60,90
70,90
90,90
98,90
120,90
130,90
140,90
150,90
170,90
180,90
190,90
78,92
113,92
128,98
60,100
70,100
80,100
90,100
100,100
110,100
120,100
140,100
150,100
160,100
170,100
180,100
190,100
52,103
84,106
53,107
187,107
118,108
59,109
179,109
90,110
100,110
110,110
160,110
170,110
151,112
166,116
91,118
159,119
100,120
110,120
120,120
140,120
150,120
133,122
103,127
111,128
139,128
120,130
130,130
117,137
