110,60
120,60
62,61
98,61
93,62
127,63
137,63
66,64
76,64
61,69
69,69
80,70
90,70
100,70
110,70
120,70
130,70
140,70
148,71
109,79
60,80
70,80
80,80
90,80
120,80
130,80
140,80
150,80
53,82
102,82
54,86
149,88
59,89
129,89
139,89
169,89
90,90
99,90
110,90
120,90
162,93
90,100
100,100
110,100
120,100
130,100
160,100
170,100
138,101
152,102
176,104
92,107
132,108
119,109
179,109
110,110
140,110
160,110
170,110
101,111
149,111
113,116
171,119
130,120
140,120
150,120
160,120
240,120
221,121
231,121
122,123
171,129
229,129
120,130
130,130
140,130
150,130
160,130
193,130
200,130
210,130
220,130
240,130
250,130
182,131
256,134
216,136
131,137
242,137
251,138
139,139
180,140
190,140
200,140
210,140
280,140
171,141
259,141
254,146
170,150
180,150
190,150
200,150
210,150
260,150
270,150
280,150
290,150
162,152
304,153
306,153
307,157
169,158
278,158
161,159
289,159
180,160
190,160
200,160
210,160
260,160
270,160
300,160
222,161
230,161
252,161
236,164
306,166
261,167
202,168
209,168
268,168
179,169
220,170
230,170
240,170
250,170
280,170
290,170
300,170
173,171
237,177
228,178
219,179
269,179
170,180
180,180
202,180
210,180
250,180
260,180
280,180
186,184
183,186
190,188
198,188
280,190
290,190
296,197
270,199
281,199
291,199
250,200
260,200
276,206
252,207
260,209
270,210
