110,20
120,20
130,20
137,22
117,27
110,30
130,30
140,30
148,32
100,33
142,37
100,40
110,40
120,40
150,40
126,44
107,47
91,50
100,50
120,50
130,50
150,50
142,52
156,54
166,54
96,56
130,59
70,60
80,60
90,60
140,60
150,60
160,60
170,60
180,60
44,63
46,63
60,63
66,66
154,66
101,69
180,69
40,70
50,70
60,70
81,70
90,70
160,70
190,70
199,71
107,73
33,74
53,76
91,78
39,79
99,79
199,79
30,80
110,80
119,80
160,80
169,80
179,80
190,80
210,80
22,81
72,81
78,81
217,83
61,89
211,89
20,90
70,90
80,90
89,90
110,90
120,90
160,90
170,90
180,90
220,90
100,91
151,91
28,92
126,94
144,94
157,97
173,97
22,98
68,98
81,98
109,99
119,99
30,100
40,100
50,100
60,100
90,100
100,100
130,100
140,100
150,100
180,100
200,100
210,100
186,104
42,108
198,108
131,109
50,110
90,110
100,110
140,110
150,110
180,110
190,110
58,112
107,112
53,116
144,116
187,117
60,120
69,120
100,120
110,120
150,120
158,120
170,120
180,120
94,123
82,124
177,127
99,129
70,130
80,130
90,130
140,130
150,130
160,130
170,130
82,136
139,139
90,140
100,140
132,140
107,141
92,147
97,147
137,148
110,150
130,150
119,151
126,156
120,159
