308,12
160,22
169,22
176,23
152,30
160,30
170,30
180,30
188,32
189,39
141,40
150,40
160,40
170,40
180,40
197,40
188,48
130,50
140,50
150,50
160,50
170,50
180,50
200,50
208,51
216,54
121,59
129,59
191,59
110,60
140,60
150,60
160,60
170,60
180,60
200,60
210,60
220,60
103,64
226,64
159,69
100,70
109,70
120,70
130,70
140,70
170,70
180,70
190,70
200,70
210,70
220,70
230,70
147,72
238,72
237,77
99,78
141,79
230,79
100,80
110,80
120,80
130,80
161,80
169,80
180,80
190,80
200,80
210,80
220,80
151,81
246,83
189,89
209,89
100,90
110,90
120,90
130,90
150,90
160,90
170,90
180,90
200,90
220,90
240,90
250,90
232,91
261,91
138,92
268,92
201,98
208,98
70,100
80,100
90,100
99,100
110,100
120,100
130,100
140,100
160,100
170,100
180,100
189,100
220,100
230,100
240,100
250,100
260,100
270,100
149,101
279,101
196,106
167,107
142,108
159,109
50,110
60,110
70,110
80,110
90,110
100,110
110,110
120,110
130,110
180,110
190,110
210,110
220,110
230,110
250,110
260,110
270,110
280,110
290,110
149,111
239,111
42,112
109,119
169,119
181,119
269,119
289,119
40,120
50,120
60,120
70,120
80,120
90,120
100,120
120,120
130,120
140,120
150,120
161,120
200,120
210,120
220,120
230,120
240,120
250,120
260,120
280,120
31,121
192,121
33,127
38,128
168,128
298,128
159,129
50,130
60,130
70,130
80,130
89,130
100,130
110,130
120,130
130,130
140,130
150,130
180,130
190,130
200,130
210,130
220,130
230,130
240,130
250,130
260,130
270,130
280,130
290,130
286,136
51,139
91,139
199,139
60,140
70,140
80,140
100,140
110,140
120,140
130,140
140,140
150,140
170,140
180,140
190,140
210,140
220,140
230,140
240,140
250,140
260,140
270,140
280,140
158,141
267,147
79,149
139,149
189,149
70,150
90,150
100,150
110,150
120,150
130,150
160,150
170,150
180,150
200,150
210,150
220,150
230,150
240,150
250,150
260,150
152,152
73,157
128,158
228,158
80,160
90,160
100,160
110,160
120,160
140,160
150,160
160,160
170,160
180,160
190,160
200,160
210,160
220,160
240,160
250,160
246,166
91,169
199,169
100,170
110,170
130,170
140,170
150,170
160,170
170,170
180,170
190,170
210,170
240,170
121,173
99,179
120,180
130,180
140,180
150,180
160,180
170,180
190,180
200,180
210,180
112,182
178,182
110,190
120,190
130,190
140,190
150,190
160,190
170,190
180,190
190,190
200,190
210,190
120,197
209,199
130,200
150,200
160,200
170,200
180,200
190,200
200,200
140,201
198,208
150,209
160,210
170,210
180,210
190,210
186,216
160,220
170,220
180,220
