161,61
154,63
150,70
160,70
170,70
180,70
189,70
97,72
176,76
192,78
151,79
100,80
160,80
170,80
200,80
129,81
32,82
91,82
123,82
37,83
131,88
29,89
89,89
139,89
159,89
21,90
40,90
80,90
109,90
120,90
150,90
200,90
48,91
191,91
17,97
77,97
143,97
108,98
51,99
10,100
59,100
70,100
100,100
150,100
190,100
157,102
197,103
94,104
12,106
66,106
192,106
62,107
100,109
20,110
40,110
49,110
81,110
90,110
109,110
130,110
160,110
200,110
169,111
208,111
28,112
138,112
124,113
126,116
53,117
87,117
112,118
168,118
30,119
210,119
60,120
80,120
120,120
140,120
149,120
160,120
220,120
39,121
71,121
42,128
201,128
69,129
109,129
150,129
219,129
50,130
160,130
210,130
101,131
78,132
56,133
166,133
52,136
207,137
82,138
60,140
90,140
110,140
160,140
170,140
180,140
190,140
200,140
119,141
68,142
154,143
96,144
156,146
128,148
180,148
70,149
89,149
189,149
79,150
100,150
120,150
150,150
107,152
142,152
82,158
90,160
110,160
140,160
118,161
130,161
102,162
92,166
121,168
128,168
99,169
