130,30
122,32
137,32
126,36
120,40
140,40
149,41
111,42
109,49
150,49
70,50
100,50
160,50
77,52
94,53
63,54
166,54
97,57
68,58
169,59
60,60
80,60
90,60
121,60
160,60
53,62
128,62
154,64
51,68
88,68
158,68
119,69
60,70
110,70
130,70
150,70
139,71
67,72
104,73
63,77
147,77
102,78
76,79
140,79
70,80
110,80
170,80
117,82
112,86
168,88
40,90
60,90
70,90
120,90
160,90
51,91
79,91
129,91
152,93
157,97
42,98
88,98
49,99
130,99
80,100
120,100
140,100
150,100
112,101
73,103
116,106
77,107
142,108
109,109
70,110
101,110
62,111
98,118
70,119
80,120
90,120
87,127
82,128
