156,24
144,26
150,30
160,30
167,32
154,36
161,39
170,40
180,40
172,48
79,50
180,50
190,50
88,51
73,52
196,52
79,59
189,59
70,60
90,60
98,60
180,60
200,60
172,61
208,61
63,62
120,62
67,67
93,67
171,67
177,67
191,68
200,69
50,70
60,70
100,70
110,70
120,70
130,70
210,70
219,71
137,72
56,76
116,76
212,78
130,79
40,80
50,80
101,80
110,80
140,80
220,80
230,80
147,82
33,83
140,87
30,88
40,90
90,90
100,90
110,90
150,90
159,90
210,90
220,90
230,90
240,90
47,94
81,94
153,96
97,97
233,97
39,99
239,99
50,100
80,100
90,100
160,100
170,100
200,100
210,100
58,102
73,102
204,106
51,108
168,108
60,110
70,110
80,110
90,110
100,110
160,110
210,110
220,110
230,110
240,110
149,112
66,116
63,117
93,117
237,117
158,118
100,120
110,120
141,120
150,120
220,120
230,120
208,121
107,127
132,128
218,128
100,130
140,130
200,130
210,130
89,131
149,131
192,132
83,134
206,136
143,137
80,139
199,139
90,140
150,140
160,140
190,140
166,143
183,143
81,148
188,148
90,150
98,150
160,150
170,150
180,150
92,156
177,157
172,158
100,160
120,170
