124,47
130,50
140,50
123,57
90,60
130,60
140,60
150,60
83,63
67,64
132,67
169,69
70,70
80,70
90,70
150,70
160,70
98,72
178,72
191,72
198,72
143,73
143,77
197,77
98,78
79,79
90,80
130,80
150,80
160,80
170,80
180,80
190,80
54,83
76,86
170,86
142,89
179,89
50,90
60,90
71,90
92,90
99,90
130,90
150,90
190,90
109,91
117,93
39,94
197,94
76,96
108,98
41,99
139,99
50,100
60,100
70,100
90,100
100,100
120,100
130,100
150,100
190,100
199,100
211,100
221,100
160,101
167,103
177,103
44,106
148,108
162,108
49,109
60,109
129,109
179,109
191,109
68,110
90,110
99,110
119,110
140,110
170,110
200,110
210,110
220,110
230,110
79,111
110,111
72,116
87,118
118,118
61,119
209,119
229,119
80,120
100,120
110,120
130,120
140,120
170,120
180,120
190,120
200,120
220,120
164,126
207,127
62,128
69,129
99,129
80,130
89,130
110,130
130,130
140,130
170,130
180,130
190,130
200,130
149,131
123,132
144,136
193,136
183,137
197,137
73,138
80,140
90,140
100,140
110,140
130,140
150,140
170,140
117,141
163,141
83,147
171,147
111,149
129,149
90,150
120,150
150,150
160,150
98,151
156,156
127,157
91,158
121,159
100,160
150,160
139,161
121,169
124,176
