116,47
91,60
101,60
110,60
121,60
129,60
91,69
100,70
110,70
120,70
130,70
139,70
108,77
119,80
130,80
140,80
146,84
121,89
149,89
110,90
130,90
140,90
104,96
120,98
141,98
50,100
110,100
149,100
59,101
43,102
156,102
66,106
143,107
48,108
111,109
60,110
150,110
119,111
158,112
167,113
176,114
117,117
89,119
149,119
181,119
60,120
80,120
100,120
110,120
160,120
170,120
69,121
62,127
79,129
70,130
90,130
110,130
144,130
150,130
160,130
170,130
97,133
116,134
94,136
96,136
112,136
168,138
120,140
140,140
150,140
160,140
132,141
168,148
120,150
130,150
140,150
150,150
160,150
150,156
128,158
120,159
